,C0001,C0003,C0004,C0005,C0006,C0008,C0009,C0010,C0012,C0013,C0014,C0015,C0016,C0017,C0018,C0019,C0020,C0021,C0022,C0023,C0024,C0025,C0026,C0027,C0028,C0029,C0030,C0031,C0032,C0033,C0035,C0036,C0038,C0039,C0040,C0041,C0042,C0044,C0045,C0046,C0047,C0048,C0049,C0052,C0053,C0054,C0057,C0061,C0062,C0065,C0068,C0069,C0070,C0071,C0073,C0076,C0078,C0079,C0080,C0081,C0082,C0083,C0084,C0085,C0086,C0087,C0089,C0090,C0093,C0094,C0096,C0098,C0099,C0100,C0101,C0102,C0103,C0105,C0106,C0110,C0111,C0113,C0114,C0115,C0117,C0119,C0120,C0121,C0124,C0126,C0127,C0129,C0131,C0134,C0136,C0138,C0139
C0014,4.066829931848832,7.245349367549167,4.074623811995175,4.703833178921251,2.948107968585943,3.354155766470119,3.1141326003536007,10.054271391664008,5.7169743089840335,2.5176515779735062,0.0,3.1100361489195327,3.148961003107502,5.682140216262032,3.1706482289383193,3.2691779865612944,4.370980202472727,12.686962620537832,4.703833178921251,3.335719879853145,5.156802563834621,0.15258753803302438,3.043004119442599,5.728137055990314,3.062931744593113,3.0780946761261063,4.127766388152474,13.143493868047065,13.439233819896655,3.403209151498129,4.0711762429813465,3.0304813884520367,5.41310678411322,3.1895832582427963,1.0613115132973285,2.190859239294312,3.8626549890447732,5.745241180382914,16.17139770195023,3.0277312182580127,3.0885810332281594,3.6519481821346527,0.25933412667378736,1.9082803186201933,4.956517180683947,3.354844888045696,3.163786538404932,7.514733599536072,3.099933543094217,0.3070044838826764,2.2741856138534184,14.639120764893033,3.2235185027665545,0.34196760660341496,3.632878648257737,3.0026170411128335,12.602365281182053,3.418263450642608,2.5432146904377118,4.565323493978932,13.835598184829879,3.1751838682419207,4.293436446049124,5.415583362663375,4.363843408293301,7.721765111245416,7.692215396027461,13.439233819896655,2.8380050850380543,3.200534645146977,4.319399409578792,5.908540399221157,3.055810789181038,4.235699860592188,5.402637899589308,0.7192195321755752,4.910251554033144,3.5553646654931645,2.49621767658339,3.1483233544724336,2.255940272212326,4.999103070290233,16.827145897498994,3.847313609803571,3.2865435260552514,5.169529080618901,3.079987825698692,6.436863898561795,4.199508491332509,3.3398048383238925,2.711322066230008,18.818152467170986,2.5133848645795447,1.8238478480128284,3.1703316276284257,1.095848706029035,5.118035029261971
C0015,1.1317163891163076,4.260680795144923,1.2525674464080654,5.4040084771023755,5.478224704183737,0.57069821825653,3.5188097555291153,10.01610538062668,5.730997771136125,0.6015756373061187,3.1100361489195327,0.0,0.3916827127019526,2.6213934687338916,0.4103064887179756,4.136839445311416,5.3022626285323575,12.788037655226223,5.4040084771023755,1.2935170304315136,2.104244927771566,3.2566510081061004,0.4230109740015452,5.74041488848378,0.3278467718601317,2.2542220023157955,1.2425057632082446,12.879756520653416,13.35498817864084,1.7370604373095606,4.820529416298041,5.867855461755459,2.356523386220874,1.307091935188068,2.1860974865452745,4.549095183882108,4.977220954216556,5.848445375198199,16.199759952860607,1.316998981890565,0.31588972484052663,0.7920854796989275,3.2663618848161224,2.337226311669162,1.9128714576583066,1.434197943118742,0.4600052561067913,7.790019771976367,1.7745589804201234,2.8217414511637267,3.7176176857426393,14.717102246544329,0.47201092416643253,2.8180210673142985,0.8374263551760521,3.2864670438652164,12.685987624042793,1.9707430817605518,1.0722950066636852,4.929019787674211,13.147368743331354,0.4212410010556916,5.547212350978326,5.697397405531916,5.306043970890244,8.685637452459511,9.081223170301026,13.35498817864084,1.9178045441776999,0.41664729656094285,5.53787881054079,2.8000719251369395,0.23652166384677803,5.189965363955614,6.709012265295248,2.415826808454362,3.56201567637992,0.6948548062744682,4.177619540024171,0.48882803648591333,4.702599257705498,1.9532389517298332,16.761961972964645,0.7739622601576157,1.2074870531717268,2.1157806311696827,3.041061396697272,7.219845640165355,5.218030840499097,0.5373117838387471,0.42491302513352724,17.281860122154864,1.7726980475149952,2.289553532717736,1.2609877045078541,2.4989139125867883,5.409244095308291
C0016,0.9322200773148089,4.405729582625275,0.9929109387274134,5.07612601310684,5.341006801998004,0.23502929877831327,3.8557385073868664,9.631041585346983,5.360156154077532,0.6773277833502046,3.148961003107502,0.3916827127019526,0.0,2.5332413013855426,0.026280246103682348,4.457388333118201,4.993377344241033,12.403748496795373,5.07612601310684,1.6851850704579052,2.0078683729426423,3.2893445944921984,0.11153304408934975,5.369434794358686,0.10512129057342752,2.6257122202148793,1.0151089341786836,12.489123548540865,12.966525306122232,2.1280539220449297,5.16057632942124,5.780295502081048,2.2641777269185153,1.6968847607794317,2.1572095707300893,4.409201552484717,4.689721709564716,5.480804059494459,15.812135720272469,1.7000147083250647,0.09349537827316191,0.5276367221062227,3.329114452743914,2.132902547686153,1.807587849756465,1.8258405304238918,0.06838489343335324,8.169765311814823,2.1555782579402103,2.8493435424855686,3.50484072654125,14.33108907685662,0.0985060176361901,2.882499621303989,0.5391561807441697,2.979440127712837,12.301347084450676,2.3602196044095494,0.829258754522742,4.5850590083337375,12.756731574463053,0.036241370337337736,5.261500646529802,5.339913535219798,4.997970209431539,9.039234208777735,9.410000836063027,12.966525306122232,1.584565545252206,0.05341176156002813,5.249202243947395,2.830858624851019,0.18071100908850998,5.521860044871615,6.4128970957082805,2.435139044720155,3.9513212953271286,0.42383624340927506,3.969760695626485,0.8803598439415207,4.5703628372838985,1.850150343257286,16.372653540875746,0.7255444698082861,1.599162972726347,2.020621563798949,3.3924731859502484,7.577062918799351,4.917684776857956,0.20893809740149508,0.6730290851407056,16.922249705724038,1.4849267584525,2.099438552974612,1.6505897812629817,2.4159621244714002,5.0550399448933145
C0017,1.6329005196916337,2.659810463732851,1.6842712114852207,6.580963994660977,7.680825798224131,2.334348060478045,5.768432595458429,10.045281411538202,6.3401229110043,3.180009375389055,5.682140216262032,2.6213934687338916,2.5332413013855426,0.0,2.511775461340346,6.441428570044932,6.649987654699013,12.771895095946425,6.580963994660977,3.2385267891153386,0.5254106512139459,5.822525668409002,2.6399172052061495,6.346220490061927,2.619981942977574,4.370422187303821,1.600554226305189,12.548789457009105,13.156793544845646,3.6262577117216535,6.994415004212474,8.209213961500954,0.26912703213998124,3.365637292976133,4.679725268348892,6.760994009831986,6.500798760068483,6.503924310051224,15.997739560000575,3.4868883367832075,2.59474162892676,2.0435414382693597,5.859124503505283,4.442264710760812,0.7265467685507293,3.357066953036253,2.5206450370508926,9.436400617578354,3.8668414097386505,5.382472512676077,5.701344737703613,14.60405408229603,2.4608382653408194,5.411366083393366,2.0770096736987966,4.8250120323650885,12.659882021635868,3.864936640911587,3.233572961065257,5.980531445204531,12.435448831244901,2.5074834921519877,7.051438328397895,6.519122297803274,6.659959773526617,10.654066125192733,11.23561697212725,13.156793544845646,3.537433915596129,2.4818745858778213,7.022165211069087,0.8542775490557645,2.633232710849071,7.401323980746546,8.085702334681324,4.968070060400328,4.794082386639748,2.134416903098663,6.159261418223789,2.788817922649309,6.934644976743001,0.6836860567042985,16.465078595286187,1.8510749144368592,3.200692308254369,0.5126197714214494,5.234105226594742,9.184575290525416,6.63651736859233,2.3460807262124592,3.04553152331821,15.713850945110815,3.6533023666338122,4.441507426660203,3.3389499355206977,4.898354839639453,6.29780589353391
C0018,0.9080996943415935,4.395912860997447,0.9670619126549013,5.071885745226559,5.353258416459089,0.20883283248020165,3.8808683432438333,9.616743528362091,5.349374895327946,0.7026708107979205,3.1706482289383193,0.4103064887179756,0.026280246103682348,2.511775461340346,0.0,4.483038120862156,4.991393216268875,12.389662793980907,5.071885745226559,1.7033327665875648,1.9863720171094084,3.310751719990082,0.1292566362100947,5.358625684050648,0.13140153667629695,2.648696503545202,0.9899891214903853,12.47241504823218,12.950975520060164,2.1473043249931676,5.18563820962509,5.79547745739204,2.242680203016917,1.7167233050355903,2.1765536941467665,4.421457757165482,4.690066772263552,5.470626340100994,15.796915734139258,1.721449087369386,0.11911153559348052,0.5023670592560794,3.3516162039161235,2.1416721905996807,1.7858863578826722,1.8443598556485952,0.05256052282319909,8.191973118369722,2.1773949630928904,2.870698717926342,3.512157541929821,14.316450607566358,0.07248259040069482,2.905186517145737,0.5130414048872142,2.9781255061811915,12.287156419024859,2.3802180035049414,0.8376829928073806,4.578746706779338,12.737202443261426,0.011160506958225732,5.261939671061924,5.331493630697162,4.996076295700354,9.063728050835193,9.435508664699547,12.950975520060164,1.5808779314265007,0.02990397995856537,5.249342430480712,2.814849442490661,0.20515468029952755,5.5472209263270855,6.412140755189021,2.456356763586591,3.9674795233768707,0.3987743309320797,3.9773171522994804,0.8983567583116125,4.583072573212417,1.8285021198416216,16.356705331907925,0.7096520862147333,1.6175549024546214,1.9991661014530575,3.416937383313782,7.601329458813685,4.916649475562058,0.18309065824626017,0.6989184591394344,16.89799148103567,1.486916690939835,2.109319605309406,1.6704969307523962,2.432406431780407,5.0471623186123065
C0019,5.242882275578214,6.763729099681933,5.38609730565115,7.913233792696103,6.002559639155623,4.682737319879722,0.682707673226168,13.19124767123435,8.79378501729681,3.8740331445790837,3.2691779865612944,4.136839445311416,4.457388333118201,6.441428570044932,4.483038120862156,0.0,7.608261562556742,15.874870060580214,7.913233792696103,3.2029503531500683,5.999120522358048,3.3380767108072256,4.411428102082659,8.80478240397466,4.354863867345703,2.079073071648045,5.3643584905833785,16.240232057638398,16.587769045540462,2.8383307237890594,0.81597177566719,5.788104910665283,6.214696101516265,3.078004162588176,3.6899162298251698,5.395591214765681,7.111164693831787,8.848582484608484,19.357546995266283,2.9677330494686642,4.3639503170303255,4.9288790855283375,3.0891371004758956,4.716886762353754,5.846806109959724,3.0873550840604316,4.516172969729511,4.2509699934042136,2.575159069464835,3.335822519905805,5.507077963823945,17.83057340350753,4.555410571024763,3.0661786752274147,4.970581369340849,5.995584072055439,15.786125194323326,2.620826670465577,4.45898740816862,7.696585734450807,16.784736296498945,4.493571620044262,7.5592344942669145,8.556170315350558,7.602422023039512,4.681147535392176,4.954903302212528,16.587769045540462,5.241736142540433,4.50280513730792,7.58359491032116,6.21279381979003,4.279780386358368,1.0884361551911341,8.671243331872716,3.397522115237854,2.887698208128172,4.830504637381665,5.762813909267158,3.7679978075281912,5.423334327326161,5.87852068654671,19.994016302226793,4.8137274339291345,3.2421377219597933,6.006794260665281,1.223790158171048,3.280065955513123,7.444157536355915,4.651306336160087,3.785130401181327,21.32604393307365,4.908441612385968,4.615467240675131,3.1070956136434114,4.0378111436897,8.251556384842024
C0020,5.363817054016923,9.148519321248926,5.188215133427321,0.4427383416973805,2.880366765934205,4.998220586335942,7.344807085437462,5.761981024787862,1.822292823317332,4.907492906690483,4.370980202472727,5.3022626285323575,4.993377344241033,6.649987654699013,4.991393216268875,7.608261562556742,0.0,8.330331896078622,0.4427383416973805,6.393475103508907,6.254514290396403,4.333813689283603,4.91116876133983,1.8314705868343852,5.002687641787443,6.807954321195831,5.304671021745531,8.876820364283597,9.113783709402254,6.720289117674495,8.420452006225378,3.729192688993705,6.443360763693685,6.320839596549941,4.02717386775689,2.6616633988588987,0.5249743379154925,1.7451114949863833,11.812190721145633,6.225502050366423,5.024714345168063,5.120881638871306,4.588779001257043,3.157528571680593,6.092826522119216,6.498396856514937,4.94273465771172,11.85807033314781,6.557354733059605,4.273103343059184,2.1022488525826444,10.278168924394501,4.97492991873851,4.542989222635848,5.039156893600624,2.016018724467504,8.24877523506875,6.871062278816305,4.2379595048053105,0.8971682644952758,9.764362779344799,4.984835301575734,0.5441147463060101,1.3347646300957074,0.017807168745441002,12.077707980515523,11.965969127149657,9.113783709402254,3.414622568851431,5.00732507964563,0.48727314661446813,7.340568064525324,5.079375338616332,8.603975685200503,1.444595572308201,4.245706546529438,8.574648913255471,5.101860329884872,1.919176961793295,5.711884353751696,2.7667750488388174,6.127559557785696,12.47959601638367,5.549835078069224,6.308474537180428,6.267529317783919,7.161510786357394,10.80784259221889,0.19432679872399297,5.016847221708966,5.203560838372892,15.308420150430024,3.5306098169383686,3.2456852296859924,6.278711671361498,3.621766384538281,1.1482755929458426
C0021,12.286077615507402,15.383331945495764,12.063570129201697,7.983135269378234,10.787959580550748,12.294617729417562,15.539968908079022,2.774796732809323,7.137449615760119,12.616442391077994,12.686962620537832,12.788037655226223,12.403748496795373,12.771895095946425,12.389662793980907,15.874870060580214,8.330331896078622,0.0,7.983135269378234,14.062194122184156,12.649321619046868,12.657925437521016,12.366163719568807,7.1269346820620925,12.460487263357184,14.766442466531428,12.170260303484973,1.535663000124069,1.023354344065851,14.47466504520228,16.69081868276504,11.520552695129908,12.703966026472017,14.040775583894431,12.201142457687933,10.898823681499483,8.850678778559676,7.057720231391097,3.484686029611622,13.995156966736305,12.472355875098547,12.260604955082531,12.912142800166885,11.205019604759329,12.585723676568042,14.194473017036294,12.337398948058258,20.100576946078725,14.406739047682471,12.563887584765773,10.413208004664748,1.9559133144571024,12.341550973740585,12.83264814343867,12.175433061038468,9.914624530337575,0.11797553218779513,14.678272751677895,11.891177460056205,8.18227886156215,3.4270947988807245,12.3796141730663,8.509562789388218,7.323575011881507,8.33910619090593,20.405229974803433,20.284710015719476,1.023354344065851,10.974159926005065,12.391715890937398,8.469509235423148,13.625424046346053,12.553077826616073,16.901386184232,7.627530858400384,12.477735747462972,16.342113790243285,12.297339915318917,10.246514693970727,13.271265849571298,10.96309861766165,12.599765632050888,4.154412149620994,12.664398185705307,13.973864244977221,12.6572453382972,15.278079396343584,19.114926579537197,8.511154419817306,12.324552081604553,12.868397385709962,9.800756474242283,11.241411041478102,11.305137886972467,13.994327670290891,11.837756569980707,7.629347381749621
C0022,5.372845021311629,9.12713330618849,5.186324423032301,0.0,3.3230310643160506,5.06057506823692,7.622498341393749,5.377855365677065,1.3836445173250913,5.047996915987254,4.703833178921251,5.4040084771023755,5.07612601310684,6.580963994660977,5.071885745226559,7.913233792696103,0.4427383416973805,7.983135269378234,0.0,6.542466370205939,6.210056183341449,4.676118065840912,5.000775060080127,1.3925798958224513,5.094408588386947,7.020173563696389,5.30394331998413,8.487788232159856,8.746094619558848,6.888608071752838,8.72787580999547,4.17193047853579,6.386398341488371,6.479105021951196,4.285177922710718,3.0815306778048006,0.9359510492152417,1.3025758878003053,11.467573783508271,6.392921889610994,5.114911137984529,5.1590550119586025,4.929914732647348,3.3620427949776426,6.057461779433131,6.6535601844904395,5.021684236870793,12.157322799893175,6.74392763563358,4.586546550313359,2.430238820260248,9.935489885010442,5.049362882844507,4.856100773193256,5.075066486689205,2.1399643742544194,7.898757587002131,7.05103420571461,4.3556383166860435,0.6267125607408408,9.343123771073016,5.064571103262535,0.9413457480391781,0.8920545047282734,0.4591668712105314,12.423326664832787,12.33774173222373,8.746094619558848,3.4918412266672774,5.085572604365901,0.8804982772141505,7.30190618302262,5.175363324636394,8.924917372305696,1.5390529710421004,4.528514786986433,8.756747326349124,5.148915195186389,2.30013758459182,5.832961554860715,3.193246083866592,6.090258381152344,12.125314030505614,5.592180018651762,6.456042844132684,6.222700127664206,7.415000316814927,11.135249644424883,0.6320266509465798,5.081548069551508,5.338788289975069,14.865936934341864,3.6468013479709476,3.455510719988175,6.435752262973949,3.8945962461418664,0.720554605381975
C0023,2.190438468187468,4.009897070337522,2.377603130022009,6.542466370205939,6.101044175458113,1.842281669868617,2.5307321861341223,11.292978739939123,6.975119970139338,1.4956743349509698,3.335719879853145,1.2935170304315136,1.6851850704579052,3.2385267891153386,1.7033327665875648,3.2029503531500683,6.393475103508907,14.062194122184156,6.542466370205939,0.0,2.8045842119249413,3.4874152979031336,1.706281099567424,6.984857277966544,1.6148324307147295,1.137743388547377,2.322888795708683,14.170998158768132,14.640503640365797,0.4577690986651346,3.777884576188901,6.334397977731987,3.0141219302420383,0.15898409750474335,2.725490122568216,5.20762668222675,6.017827552195501,7.084380467989598,17.482781353244953,0.3259993196254167,1.6067067450407522,1.9869141897033409,3.400766618649543,3.272178709663659,2.6621172949838066,0.14507952572820887,1.7534746411490285,6.5498138960399235,0.628804403170055,3.1140380115560813,4.599212258258381,15.995764291221342,1.7620153246632568,2.996487896545192,2.055739499054549,4.402643612466172,13.961133174287932,0.70649334287287,2.2078091064497603,6.110633017505438,14.43694103391439,1.7141569695108025,6.576007969799101,6.90850979519033,6.39515286287926,7.551191305544869,8.043661602433865,14.640503640365797,3.1201536287416323,1.7076311309743075,6.574519674951819,3.062053230043437,1.5213376489142276,4.17706390886894,7.754468072536488,2.7871803021194603,2.2799213779167866,1.911590027578301,5.031194898299113,0.8049833767765607,5.334327668075235,2.6913001403592522,18.049599199806728,1.732116659806446,0.0885128923578334,2.8116062927739964,1.9995504714090555,6.076883212978474,6.28837576674844,1.8092301514277982,1.212806832924183,18.47398392009844,2.9062086947352297,3.197841524958754,0.16645996835253313,3.135587619942191,6.613374860809907
C0024,1.1120144031551777,2.9334129320169797,1.180412420982341,6.210056183341449,7.182877842782253,1.8095024337810506,5.332573235334287,9.902247503037444,6.058489415985209,2.6566899559352932,5.156802563834621,2.104244927771566,2.0078683729426423,0.5254106512139459,1.9863720171094084,5.999120522358048,6.254514290396403,12.649321619046868,6.210056183341449,2.8045842119249413,0.0,5.297123706086559,2.1145077640760457,6.065240229423159,2.0949448515457725,3.9421727690445274,1.0889316572118684,12.488708778991468,13.071732563499737,3.214072317628028,6.579518540665551,7.698525139793536,0.256310449361027,2.9221650544478845,4.155106627550067,6.259813330736641,6.079437487051415,6.2163551097992364,15.920775506324206,3.033036327891862,2.069809951468643,1.5201550585287948,5.3343990536392205,3.9389979098995935,0.20205875401259196,2.9307511835239026,1.9953186216620995,9.135116183346067,3.4326062355792963,4.85706610193281,5.2184232955682495,14.506028181583972,1.9355140195114264,4.886789462035104,1.55621075588225,4.382954742833461,12.538895218759537,3.459166110472206,2.714705944047866,5.621929131336762,12.454910155711955,1.9820729424733912,6.636962922851687,6.203737421479057,6.2636827405404905,10.292870037047448,10.837294135440269,13.071732563499737,3.0607517274869673,1.9564717103692966,6.610268850414636,1.0931466939732313,2.1093814689637056,6.981047491243557,7.696338137695183,4.442659433761481,4.521510084426032,1.6099132924793675,5.679304331035501,2.2978585603584456,6.431989792695173,0.158982336689319,16.40826367844346,1.3313620416238432,2.759168625668602,0.013871695728327294,4.803942139065059,8.819591120630022,6.23083318411689,1.8209247698821525,2.529042157855954,15.933897003660526,3.1572286018656976,3.9347294465107776,2.8921562848969744,4.377863228155757,5.968863361919863
C0025,4.204259523209461,7.3975616568229725,4.208281387611169,4.676118065840912,2.8230513508679693,3.492353847140039,3.2095438257778612,10.037187819647023,5.716469901306086,2.662702932721202,0.15258753803302438,3.2566510081061004,3.2893445944921984,5.822525668409002,3.310751719990082,3.3380767108072256,4.333813689283603,12.657925437521016,4.676118065840912,3.4874152979031336,5.297123706086559,0.0,3.18274092015876,5.727633830289578,3.20444165539509,3.2156499261305473,4.263233128487744,13.131607369001507,13.418151366434417,3.551428914785372,4.133892573664768,2.885584594732906,5.553431868008953,3.3409451026604216,1.181187187097008,2.0884842826814047,3.8210909306393916,5.7399478426678,16.141732102077288,3.1788095356442865,3.2302778234770773,3.789341410068405,0.2552227095796822,1.9774730542628365,5.096537969285671,3.5057131726429134,3.3028998672615884,7.576083636602353,3.2463527198344178,0.44015232573603474,2.2465811737180204,14.608633858689497,3.3626786960777904,0.4917553292830381,3.76872138436492,3.028962509762154,12.57430990631972,3.563483547544733,2.669504237100627,4.557707737525842,13.843597709685966,3.315095755835699,4.238144618534913,5.40369755466765,4.326126156131973,7.74741918904033,7.693522129371601,13.418151366434417,2.930848853067657,3.340652010629086,4.265933741041754,6.055910760387935,3.198958893954955,4.285166660149607,5.335063793052407,0.8550198827559928,5.043171278826019,3.693484786438965,2.442666385396113,3.299653452321618,2.1448462724567516,5.139199246872255,16.801422605401275,3.990712841323453,3.438561605420377,5.309912530948592,3.1943609037346814,6.478053871227702,4.159280830623936,3.4785728585427296,2.8598740448034814,18.864196761834545,2.6116912325251183,1.8972385529821914,3.32193340373635,1.1714729620493247,5.10835249036236
C0026,1.0309056206990215,4.51329971685149,1.078211530623318,5.000775060080127,5.231183300258055,0.32047066948780145,3.8180534770268513,9.59462398982626,5.308622305764564,0.5917476879442953,3.043004119442599,0.4230109740015452,0.11153304408934975,2.6399172052061495,0.1292566362100947,4.411428102082659,4.91116876133983,12.366163719568807,5.000775060080127,1.706281099567424,2.1145077640760457,3.18274092015876,0.0,5.318014413027,0.09582375765686157,2.6116357245228614,1.107776835833292,12.464749121875816,12.936088750662272,2.141702566354005,5.123421189507328,5.668863892333045,2.370799622667733,1.7076600219146332,2.0473091580125335,4.299390898805998,4.601149737034157,5.426775218483392,15.779945699244582,1.699791661675721,0.1141517816139578,0.6204987108002002,3.225364360247364,2.0274040500930526,1.9138005728896268,1.844453348438539,0.12462791098229745,8.160356149616188,2.151606562391967,2.742640578024252,3.4014195024108798,14.296082246562367,0.18268111132004258,2.779365429212326,0.6216814609504949,2.895825476147925,12.264265236891557,2.3687826674201293,0.7252768375902089,4.516718873969015,12.748735592476867,0.13258653456996605,5.172610216799043,5.279046402660003,4.915499850905637,9.008519952183352,9.36580348604913,12.936088750662272,1.509427381715292,0.1589845808229228,5.161091715922998,2.942391355672122,0.18695741051269613,5.480388565536989,6.327068949511131,2.328160353280265,3.980912218407525,0.5187650001976725,3.8658950717138834,0.9060292486946387,4.4601827439586135,1.956476581443855,16.344143902781187,0.8370746909532125,1.6190653856947859,2.1273452777131063,3.3632575510284295,7.5489856431834506,4.8327939976101835,0.3006165587030516,0.6293203220253729,16.95145333623465,1.393586250985123,1.9923782738250824,1.661037983859661,2.3044432071660794,4.9922063078498224
C0027,5.428142913750316,8.989147737560911,5.216179747896368,1.3925798958224513,4.701701570956537,5.293262829191418,8.433694323674782,4.396284966741744,0.011164418316024086,5.513554795704385,5.728137055990314,5.74041488848378,5.369434794358686,6.346220490061927,5.358625684050648,8.80478240397466,1.8314705868343852,7.1269346820620925,1.3925798958224513,6.984857277966544,6.065240229423159,5.727633830289578,5.318014413027,0.0,5.413732189556863,7.6425451508181,5.331992408035532,7.438202922350622,7.791857259517639,7.381165861313114,9.619013895389733,5.552314925261412,6.196088572644538,6.951044411453467,5.114984822886735,4.377320998455878,2.2765999691049665,0.18067597218781228,10.591411720252744,6.894549642795204,5.428775470331026,5.313708788278385,5.97297494317553,4.097096556929189,5.946693254832278,7.111823333878009,5.306101592778594,12.999166295052033,7.294751039848402,5.559430033516882,3.5271573467588917,9.078130517441641,5.318949432858647,5.821256124929796,5.226747531434644,2.81009110503731,7.031456933568014,7.575366365537212,4.788210321843769,1.1906010514171705,8.12717680811582,5.349374895327946,2.324046864399999,0.5234607425194411,1.8485471221576275,13.41649028786972,13.419822259468777,7.791857259517639,3.8696811773099116,5.36495766175387,2.2630350203662872,7.144494299135851,5.5039053446334485,9.856978659457267,2.5296816474422803,5.418089138768612,9.258802956734854,5.331124282328817,3.519707362742597,6.211899094574676,4.507067470970704,5.972214709895306,11.20563733531186,5.741117223170188,6.896363408440758,6.076284732094058,8.155428363945699,12.073911613632562,2.0126680726714303,5.3203459183051365,5.777321602377444,13.499795634848057,4.1217705923396295,4.198166037742473,6.90511408246773,4.780351713039445,0.6957226790800876
C0028,1.029759251762846,4.446332552654635,1.0965122287319642,5.094408588386947,5.293022340565852,0.3399447781578177,3.7553760980785666,9.688736565859465,5.404345097622376,0.576795085076129,3.062931744593113,0.3278467718601317,0.10512129057342752,2.619981942977574,0.13140153667629695,4.354863867345703,5.002687641787443,12.460487263357184,5.094408588386947,1.6148324307147295,2.0949448515457725,3.20444165539509,0.09582375765686157,5.413732189556863,0.0,2.534415135963391,1.1161227826396318,12.55628613146505,13.029069846152437,2.052611409367374,5.06045186049597,5.720372713815259,2.3511396958893105,1.6193653610120318,2.0813544700738853,4.361416692954977,4.689814982012098,5.522578995466325,15.873305726846166,1.615708112095786,0.0277433116999511,0.6295435307649613,3.2396766611419596,2.1007483213779,1.8955529704446372,1.7537460248384802,0.1616948928526614,8.0811777066826,2.0693483759551525,2.7647718185775534,3.4774068823743205,14.389974897643311,0.20326201219068318,2.792382437372941,0.6437501993514646,2.987006808921934,12.358506558776654,2.2814997734434135,0.8033141034909757,4.611720560637618,12.835089867090458,0.14100383077905704,5.2610579888006646,5.3747472983112665,5.006919187598158,8.941359675495216,9.308011986139379,13.029069846152437,1.603544727358523,0.15652533381099815,5.249958047207832,2.8963949049169444,0.09349565469139164,5.420503577004749,6.416998833774732,2.351291361217232,3.887792552627282,0.5252761746216071,3.9411434989262726,0.8128956875747677,4.520695109111561,1.9378889662462915,16.43671270791397,0.7946457786380059,1.5279024853088743,2.1075362811911855,3.2948954809370625,7.480132210784646,4.923227744423535,0.31304958253731024,0.5698290752835024,17.019343267069637,1.4816099501520383,2.0627919055268795,1.5728329753112986,2.351972838932361,5.0877870283467
C0029,3.2807150207978473,4.844075790557284,3.4510122591544627,7.020173563696389,6.012092735883502,2.8247725189824244,1.4002203469366226,12.01572981259845,7.632193374621411,2.19737520055568,3.0780946761261063,2.2542220023157955,2.6257122202148793,4.370422187303821,2.648696503545202,2.079073071648045,6.807954321195831,14.766442466531428,7.020173563696389,1.137743388547377,3.9421727690445274,3.2156499261305473,2.6116357245228614,7.6425451508181,2.534415135963391,0.0,3.4098322675544925,14.965448466894985,15.393847694552205,0.7613445889309733,2.64150819689219,6.0920029363786306,4.149822627781065,1.0304068278059526,2.836132363199599,5.190338687449917,6.376401736214651,7.722114840853119,18.21840068777912,0.9558697472823481,2.5353219509525373,3.023693081394852,3.0549233473699577,3.658574937566573,3.7994296971482933,1.0135551825093465,2.6919966777422455,5.55019752451184,0.5128501953283431,2.945636520164973,4.834874249934358,16.713825013835113,2.717124515310388,2.74603579957325,3.0809827885567924,4.911562520835023,14.669355569685944,0.5656116275223456,2.9044212842646537,6.663317231723946,15.328062467075473,2.6598418490747884,6.905738093375999,7.499086820684781,6.806771062143962,6.448243541790348,6.910488481105413,15.393847694552205,3.8067785369293965,2.6614286323634504,6.914082649940236,4.138911120177213,2.4461048525299387,3.039361012341765,8.082007518207162,2.7419536713327934,1.848300058865318,2.9354598407370975,5.2159365780991545,1.8107928041394794,5.285391068315978,3.8288664726145165,18.810414013297724,2.8302070255202425,1.1879864725235652,3.949119895337139,0.8636830482682002,4.977346399105415,6.67772791396314,2.7914387758758474,2.0016748485595146,19.533175812783544,3.5259905020442783,3.566507284612668,1.0665186684009356,3.2664943765097707,7.19557120566227
